image_id,split,label
IMG000101.jpeg,train,Malignant
IMG000102.jpeg,train,Malignant
IMG000103.jpeg,train,Malignant
IMG000105.jpeg,train,Malignant
IMG000108.jpeg,train,Malignant
IMG000109.jpeg,train,Malignant
IMG000110.jpeg,train,Malignant
IMG000112.jpeg,train,Malignant
IMG000113.jpeg,train,Malignant
IMG000114.jpeg,train,Malignant
IMG000115.jpeg,train,Malignant
IMG000116.jpeg,train,Malignant
IMG000117.jpeg,train,Malignant
IMG000118.jpeg,train,Malignant
IMG000119.jpeg,train,Malignant
IMG000121.jpeg,train,Malignant
IMG000123.jpeg,train,Malignant
IMG000124.jpeg,train,Malignant
IMG000125.jpeg,train,Malignant
IMG000126.jpeg,train,Malignant
IMG000128.jpeg,train,Malignant
IMG000129.jpeg,train,Malignant
IMG000130.jpeg,train,Malignant
IMG000131.jpeg,train,Malignant
IMG000132.jpeg,train,Malignant
IMG000135.jpeg,train,Malignant
IMG000136.jpeg,train,Malignant
IMG000138.jpeg,train,Malignant
IMG000139.jpeg,train,Malignant
IMG000142.jpeg,train,Malignant
IMG000143.jpeg,train,Malignant
IMG000144.jpeg,train,Malignant
IMG000145.jpeg,train,Malignant
IMG000146.jpeg,train,Malignant
IMG000147.jpeg,train,Malignant
IMG000148.jpeg,train,Malignant
IMG000149.jpeg,train,Malignant
IMG000150.jpeg,train,Malignant
IMG000151.jpeg,train,Malignant
IMG000152.jpeg,train,Malignant
IMG000153.jpeg,train,Malignant
IMG000154.jpeg,train,Malignant
IMG000155.jpeg,train,Malignant
IMG000156.jpeg,train,Malignant
IMG000157.jpeg,train,Malignant
IMG000158.jpeg,train,Malignant
IMG000159.jpeg,train,Malignant
IMG000160.jpeg,train,Malignant
IMG000161.jpeg,train,Malignant
IMG000162.jpeg,train,Malignant
IMG000163.jpeg,train,Malignant
IMG000164.jpeg,train,Malignant
IMG000165.jpeg,train,Malignant
IMG000166.jpeg,train,Malignant
IMG000167.jpeg,train,Malignant
IMG000168.jpeg,train,Malignant
IMG000169.jpeg,train,Malignant
IMG000170.jpeg,train,Malignant
IMG000172.jpeg,train,Malignant
IMG000173.jpeg,train,Malignant
IMG000174.jpeg,train,Malignant
IMG000175.jpeg,train,Malignant
IMG000176.jpeg,train,Malignant
IMG000177.jpeg,train,Malignant
IMG000178.jpeg,train,Malignant
IMG000179.jpeg,train,Malignant
IMG000180.jpeg,train,Malignant
IMG000181.jpeg,train,Malignant
IMG000182.jpeg,train,Malignant
IMG000183.jpeg,train,Malignant
IMG000184.jpeg,train,Malignant
IMG000185.jpeg,train,Malignant
IMG000186.jpeg,train,Malignant
IMG000187.jpeg,train,Malignant
IMG000188.jpeg,train,Malignant
IMG000189.jpeg,train,Malignant
IMG000191.jpeg,train,Malignant
IMG000192.jpeg,train,Malignant
IMG000193.jpeg,train,Malignant
IMG000194.jpeg,train,Malignant
IMG000195.jpeg,train,Malignant
IMG000196.jpeg,train,Malignant
IMG000197.jpeg,train,Malignant
IMG000198.jpeg,train,Malignant
IMG000199.jpeg,train,Malignant
IMG000201.jpeg,train,Malignant
IMG000202.jpeg,train,Malignant
IMG000203.jpeg,train,Malignant
IMG000205.jpeg,train,Malignant
IMG000206.jpeg,train,Malignant
IMG000207.jpeg,train,Malignant
IMG000208.jpeg,train,Malignant
IMG000209.jpeg,train,Malignant
IMG000211.jpeg,train,Malignant
IMG000212.jpeg,train,Malignant
IMG000213.jpeg,train,Malignant
IMG000214.jpeg,train,Malignant
IMG000215.jpeg,train,Malignant
IMG000216.jpeg,train,Malignant
IMG000219.jpeg,train,Malignant
IMG000220.jpeg,train,Malignant
IMG000222.jpeg,train,Benign
IMG000223.jpeg,train,Malignant
IMG000224.jpeg,train,Malignant
IMG000225.jpeg,train,Malignant
IMG000226.jpeg,train,Malignant
IMG000227.jpeg,train,Malignant
IMG000228.jpeg,train,Malignant
IMG000229.jpeg,train,Malignant
IMG000230.jpeg,train,Malignant
IMG000231.jpeg,train,Malignant
IMG000232.jpeg,train,Malignant
IMG000233.jpeg,train,Malignant
IMG000234.jpeg,train,Benign
IMG000235.jpeg,train,Benign
IMG000236.jpeg,train,Benign
IMG000238.jpeg,train,Benign
IMG000239.jpeg,train,Benign
IMG000240.jpeg,train,Benign
IMG000241.jpeg,train,Benign
IMG000242.jpeg,train,Benign
IMG000243.jpeg,train,Benign
IMG000244.jpeg,train,Benign
IMG000245.jpeg,train,Benign
IMG000248.jpeg,train,Benign
IMG000249.jpeg,train,Benign
IMG000250.jpeg,train,Benign
IMG000251.jpeg,train,Benign
IMG000252.jpeg,train,Benign
IMG000255.jpeg,train,Benign
IMG000256.jpeg,train,Benign
IMG000257.jpeg,train,Benign
IMG000258.jpeg,train,Benign
IMG000259.jpeg,train,Benign
IMG000261.jpeg,train,Benign
IMG000262.jpeg,train,Benign
IMG000263.jpeg,train,Benign
IMG000264.jpeg,train,Benign
IMG000266.jpeg,train,Benign
IMG000269.jpeg,train,Benign
IMG000270.jpeg,train,Benign
IMG000271.jpeg,train,Benign
IMG000272.jpeg,train,Benign
IMG000274.jpeg,train,Benign
IMG000275.jpeg,train,Benign
IMG000276.jpeg,train,Benign
IMG000277.jpeg,train,Benign
IMG000278.jpeg,train,Benign
IMG000279.jpeg,train,Benign
IMG000281.jpeg,train,Benign
IMG000282.jpeg,train,Benign
IMG000283.jpeg,train,Benign
IMG000284.jpeg,train,Benign
IMG000285.jpeg,train,Benign
IMG000286.jpeg,train,Benign
IMG000287.jpeg,train,Benign
IMG000288.jpeg,train,Benign
IMG000289.jpeg,train,Benign
IMG000290.jpeg,train,Benign
IMG000291.jpeg,train,Benign
IMG000292.jpeg,train,Benign
IMG000293.jpeg,train,Benign
IMG000294.jpeg,train,Benign
IMG000295.jpeg,train,Benign
IMG000296.jpeg,train,Benign
IMG000298.jpeg,train,Benign
IMG000299.jpeg,train,Benign
IMG000300.jpeg,train,Benign
IMG000301.jpeg,train,Benign
IMG000302.jpeg,train,Benign
IMG000303.jpeg,train,Benign
IMG000304.jpeg,train,Benign
IMG000305.jpeg,train,Benign
IMG000306.jpeg,train,Benign
IMG000307.jpeg,train,Benign
IMG000308.jpeg,train,Benign
IMG000309.jpeg,train,Benign
IMG000310.jpeg,train,Benign
IMG000311.jpeg,train,Benign
IMG000312.jpeg,train,Benign
IMG000313.jpeg,train,Benign
IMG000314.jpeg,train,Benign
IMG000315.jpeg,train,Benign
IMG000316.jpeg,train,Benign
IMG000317.jpeg,train,Benign
IMG000319.jpeg,train,Benign
IMG000321.jpeg,train,Benign
IMG000322.jpeg,train,Benign
IMG000323.jpeg,train,Benign
IMG000325.jpeg,train,Benign
IMG000326.jpeg,train,Benign
IMG000327.jpeg,train,Benign
IMG000329.jpeg,train,Benign
IMG000330.jpeg,train,Benign
IMG000332.jpeg,train,Benign
IMG000333.jpeg,train,Benign
IMG000334.jpeg,train,Benign
IMG000335.jpeg,train,Benign
IMG000336.jpeg,train,Benign
IMG000337.jpeg,train,Benign
IMG000338.jpeg,train,Benign
IMG000339.jpeg,train,Benign
IMG000340.jpeg,train,Benign
IMG000341.jpeg,train,Benign
IMG000342.jpeg,train,Benign
IMG000343.jpeg,train,Benign
IMG000344.jpeg,train,Benign
IMG000345.jpeg,train,Benign
IMG000346.jpeg,train,Benign
IMG000347.jpeg,train,Benign
IMG000348.jpeg,train,Benign
IMG000349.jpeg,train,Benign
IMG000350.jpeg,train,Benign
IMG000351.jpeg,train,Benign
IMG000352.jpeg,train,Benign
IMG000353.jpeg,train,Benign
IMG000355.jpeg,train,Benign
IMG000356.jpeg,train,Benign
IMG000357.jpeg,train,Benign
IMG000358.jpeg,train,Benign
IMG000359.jpeg,train,Benign
IMG000360.jpeg,train,Benign
IMG000361.jpeg,train,Benign
IMG000362.jpeg,train,Benign
IMG000364.jpeg,train,Benign
IMG000365.jpeg,train,Benign
IMG000366.jpeg,train,Benign
IMG000368.jpeg,train,Benign
IMG000369.jpeg,train,Benign
IMG000370.jpeg,train,Benign
IMG000371.jpeg,train,Benign
IMG000372.jpeg,train,Benign
IMG000373.jpeg,train,Benign
IMG000374.jpeg,train,Benign
IMG000375.jpeg,train,Benign
IMG000376.jpeg,train,Benign
IMG000377.jpeg,train,Benign
IMG000378.jpeg,train,Benign
IMG000379.jpeg,train,Benign
IMG000380.jpeg,train,Benign
IMG000381.jpeg,train,Benign
IMG000382.jpeg,train,Benign
IMG000383.jpeg,train,Benign
IMG000384.jpeg,train,Benign
IMG000385.jpeg,train,Benign
IMG000386.jpeg,train,Benign
IMG000387.jpeg,train,Benign
IMG000388.jpeg,train,Benign
IMG000389.jpeg,train,Benign
IMG000390.jpeg,train,Benign
IMG000391.jpeg,train,Benign
IMG000393.jpeg,train,Benign
IMG000395.jpeg,train,Benign
IMG000396.jpeg,train,Benign
IMG000397.jpeg,train,Benign
IMG000398.jpeg,train,Benign
IMG000400.jpeg,train,Benign
IMG000401.jpeg,train,Benign
IMG000402.jpeg,train,Benign
IMG000404.jpeg,train,Benign
IMG000405.jpeg,train,Benign
IMG000406.jpeg,train,Benign
IMG000407.jpeg,train,Benign
IMG000408.jpeg,train,Benign
IMG000409.jpeg,train,Benign
IMG000410.jpeg,train,Benign
IMG000411.jpeg,train,Benign
IMG000412.jpeg,train,Benign
IMG000413.jpeg,train,Benign
IMG000414.jpeg,train,Benign
IMG000415.jpeg,train,Benign
IMG000416.jpeg,train,Benign
IMG000417.jpeg,train,Benign
IMG000418.jpeg,train,Benign
IMG000419.jpeg,train,Benign
IMG000421.jpeg,train,Benign
IMG000423.jpeg,train,Benign
IMG000424.jpeg,train,Benign
IMG000425.jpeg,train,Benign
IMG000426.jpeg,train,Benign
IMG000427.jpeg,train,Benign
IMG000428.jpeg,train,Benign
IMG000429.jpeg,train,Benign
IMG000430.jpeg,train,Benign
IMG000431.jpeg,train,Benign
IMG000432.jpeg,train,Benign
IMG000435.jpeg,train,Benign
IMG000436.jpeg,train,Benign
IMG000437.jpeg,train,Benign
IMG000440.jpeg,train,Benign
IMG000441.jpeg,train,Benign
IMG000442.jpeg,train,Benign
IMG000443.jpeg,train,Benign
IMG000444.jpeg,train,Benign
IMG000445.jpeg,train,Benign
IMG000446.jpeg,train,Benign
IMG000447.jpeg,train,Benign
IMG000448.jpeg,train,Benign
IMG000451.jpeg,train,Benign
IMG000452.jpeg,train,Benign
IMG000453.jpeg,train,Benign
IMG000454.jpeg,train,Benign
IMG000455.jpeg,train,Benign
IMG000456.jpeg,train,Benign
IMG000457.jpeg,train,Benign
IMG000458.jpeg,train,Benign
IMG000459.jpeg,train,Benign
IMG000460.jpeg,train,Benign
IMG000461.jpeg,train,Benign
IMG000462.jpeg,train,Benign
IMG000464.jpeg,train,Benign
IMG000465.jpeg,train,Benign
IMG000466.jpeg,train,Benign
IMG000467.jpeg,train,Benign
IMG000468.jpeg,train,Benign
IMG000469.jpeg,train,Benign
IMG000470.jpeg,train,Benign
IMG000471.jpeg,train,Benign
IMG000472.jpeg,train,Benign
IMG000476.jpeg,train,Benign
IMG000477.jpeg,train,Benign
IMG000478.jpeg,train,Benign
IMG000479.jpeg,train,Benign
IMG000480.jpeg,train,Benign
IMG000481.jpeg,train,Benign
IMG000482.jpeg,train,Benign
IMG000483.jpeg,train,Benign
IMG000484.jpeg,train,Benign
IMG000486.jpeg,train,Benign
IMG000487.jpeg,train,Benign
IMG000488.jpeg,train,Benign
IMG000489.jpeg,train,Benign
IMG000490.jpeg,train,Benign
IMG000491.jpeg,train,Benign
IMG000492.jpeg,train,Benign
IMG000493.jpeg,train,Benign
IMG000494.jpeg,train,Benign
IMG000495.jpeg,train,Benign
IMG000496.jpeg,train,Benign
IMG000497.jpeg,train,Benign
IMG000498.jpeg,train,Benign
IMG000499.jpeg,train,Benign
IMG000500.jpeg,train,Benign
IMG000501.jpeg,train,Benign
IMG000502.jpeg,train,Benign
IMG000504.jpeg,train,Benign
IMG000505.jpeg,train,Benign
IMG000506.jpeg,train,Benign
IMG000507.jpeg,train,Benign
IMG000508.jpeg,train,Benign
IMG000509.jpeg,train,Benign
IMG000511.jpeg,train,Benign
IMG000512.jpeg,train,Benign
IMG000513.jpeg,train,Benign
IMG000514.jpeg,train,Benign
IMG000515.jpeg,train,Benign
IMG000516.jpeg,train,Benign
IMG000517.jpeg,train,Benign
IMG000518.jpeg,train,Benign
IMG000519.jpeg,train,Benign
IMG000520.jpeg,train,Benign
IMG000521.jpeg,train,Benign
IMG000523.jpeg,train,Benign
IMG000524.jpeg,train,Benign
IMG000525.jpeg,train,Benign
IMG000526.jpeg,train,Benign
IMG000527.jpeg,train,Benign
IMG000528.jpeg,train,Benign
IMG000530.jpeg,train,Benign
IMG000531.jpeg,train,Benign
IMG000532.jpeg,train,Benign
IMG000533.jpeg,train,Benign
IMG000534.jpeg,train,Benign
IMG000535.jpeg,train,Benign
IMG000536.jpeg,train,Benign
IMG000537.jpeg,train,Benign
IMG000538.jpeg,train,Benign
IMG000539.jpeg,train,Benign
IMG000540.jpeg,train,Benign
IMG000541.jpeg,train,Benign
IMG000542.jpeg,train,Benign
IMG000543.jpeg,train,Benign
IMG000544.jpeg,train,Benign
IMG000545.jpeg,train,Benign
IMG000546.jpeg,train,Benign
IMG000547.jpeg,train,Benign
IMG000548.jpeg,train,Benign
IMG000550.jpeg,train,Benign
IMG000551.jpeg,train,Benign
IMG000552.jpeg,train,Benign
IMG000553.jpeg,train,Benign
IMG000554.jpeg,train,Benign
IMG000555.jpeg,train,Benign
IMG000556.jpeg,train,Benign
IMG000557.jpeg,train,Benign
IMG000558.jpeg,train,Benign
IMG000559.jpeg,train,Benign
IMG000560.jpeg,train,Benign
IMG000561.jpeg,train,Benign
IMG000562.jpeg,train,Benign
IMG000563.jpeg,train,Benign
IMG000565.jpeg,train,Benign
IMG000566.jpeg,train,Benign
IMG000567.jpeg,train,Benign
IMG000568.jpeg,train,Benign
IMG000569.jpeg,train,Benign
IMG000570.jpeg,train,Benign
IMG000572.jpeg,train,Benign
IMG000574.jpeg,train,Benign
IMG000575.jpeg,train,Benign
IMG000576.jpeg,train,Benign
IMG000578.jpeg,train,Benign
IMG000579.jpeg,train,Benign
IMG000580.jpeg,train,Benign
IMG000582.jpeg,train,Benign
IMG000583.jpeg,train,Benign
IMG000584.jpeg,train,Benign
IMG000585.jpeg,train,Benign
IMG000586.jpeg,train,Benign
IMG000587.jpeg,train,Benign
IMG000588.jpeg,train,Benign
IMG000589.jpeg,train,Benign
IMG000590.jpeg,train,Benign
IMG000591.jpeg,train,Benign
IMG000592.jpeg,train,Benign
IMG000593.jpeg,train,Benign
IMG000594.jpeg,train,Benign
IMG000595.jpeg,train,Benign
IMG000596.jpeg,train,Benign
IMG000597.jpeg,train,Benign
IMG000598.jpeg,train,Benign
IMG000599.jpeg,train,Benign
IMG000600.jpeg,train,Benign
IMG000601.jpeg,train,Benign
IMG000602.jpeg,train,Benign
IMG000603.jpeg,train,Benign
IMG000604.jpeg,train,Benign
IMG000605.jpeg,train,Benign
IMG000606.jpeg,train,Benign
IMG000608.jpeg,train,Malignant
IMG000609.jpeg,train,Benign
IMG000610.jpeg,train,Benign
IMG000611.jpeg,train,Benign
IMG000612.jpeg,train,Benign
IMG000613.jpeg,train,Benign
IMG000616.jpeg,train,Benign
IMG000617.jpeg,train,Benign
IMG000618.jpeg,train,Benign
IMG000619.jpeg,train,Benign
IMG000620.jpeg,train,Benign
IMG000622.jpeg,train,Benign
IMG000624.jpeg,train,Benign
IMG000625.jpeg,train,Benign
IMG000626.jpeg,train,Benign
IMG000629.jpeg,train,Benign
IMG000630.jpeg,train,Benign
IMG000631.jpeg,train,Benign
IMG000632.jpeg,train,Benign
IMG000634.jpeg,train,Benign
IMG000635.jpeg,train,Benign
IMG000636.jpeg,train,Benign
IMG000638.jpeg,train,Benign
IMG000639.jpeg,train,Benign
IMG000640.jpeg,train,Benign
IMG000641.jpeg,train,Benign
IMG000643.jpeg,train,Benign
IMG000644.jpeg,train,Benign
IMG000645.jpeg,train,Benign
IMG000646.jpeg,train,Benign
IMG000647.jpeg,train,Benign
IMG000648.jpeg,train,Benign
IMG000649.jpeg,train,Benign
IMG000650.jpeg,train,Benign
IMG000651.jpeg,train,Benign
IMG000652.jpeg,train,Benign
IMG000653.jpeg,train,Benign
IMG000655.jpeg,train,Benign
IMG000656.jpeg,train,Benign
IMG000657.jpeg,train,Benign
IMG000658.jpeg,train,Benign
IMG000659.jpeg,train,Benign
IMG000660.jpeg,train,Benign
IMG000661.jpeg,train,Benign
IMG000662.jpeg,train,Benign
IMG000663.jpeg,train,Benign
IMG000664.jpeg,train,Benign
IMG000665.jpeg,train,Benign
IMG000666.jpeg,train,Benign
IMG000667.jpeg,train,Benign
IMG000668.jpeg,train,Benign
IMG000669.jpeg,train,Benign
IMG000670.jpeg,train,Benign
IMG000671.jpeg,train,Benign
IMG000672.jpeg,train,Benign
IMG000673.jpeg,train,Benign
IMG000674.jpeg,train,Benign
IMG000675.jpeg,train,Benign
IMG000676.jpeg,train,Benign
IMG000677.jpeg,train,Benign
IMG000678.jpeg,train,Benign
IMG000679.jpeg,train,Benign
IMG000680.jpeg,train,Benign
IMG000681.jpeg,train,Benign
IMG000682.jpeg,train,Benign
IMG000683.jpeg,train,Benign
IMG000684.jpeg,train,Benign
IMG000685.jpeg,train,Benign
IMG000686.jpeg,train,Benign
IMG000687.jpeg,train,Benign
IMG000688.jpeg,train,Benign
IMG000689.jpeg,train,Benign
IMG000690.jpeg,train,Benign
IMG000691.jpeg,train,Benign
IMG000693.jpeg,train,Benign
IMG000694.jpeg,train,Benign
IMG000695.jpeg,train,Benign
IMG000699.jpeg,train,Benign
IMG000700.jpeg,train,Benign
IMG000701.jpeg,train,Benign
IMG000702.jpeg,train,Benign
IMG000704.jpeg,train,Benign
IMG000705.jpeg,train,Benign
IMG000706.jpeg,train,Benign
IMG000707.jpeg,train,Benign
IMG000708.jpeg,train,Benign
IMG000710.jpeg,train,Benign
IMG000712.jpeg,train,Benign
IMG000713.jpeg,train,Benign
IMG000714.jpeg,train,Benign
IMG000715.jpeg,train,Benign
IMG000716.jpeg,train,Benign
IMG000717.jpeg,train,Benign
IMG000718.jpeg,train,Benign
IMG000719.jpeg,train,Benign
IMG000720.jpeg,train,Benign
IMG000722.jpeg,train,Benign
IMG000723.jpeg,train,Benign
IMG000724.jpeg,train,Benign
IMG000725.jpeg,train,Benign
IMG000726.jpeg,train,Benign
IMG000727.jpeg,train,Benign
IMG000728.jpeg,train,Benign
IMG000730.jpeg,train,Benign
IMG000731.jpeg,train,Benign
IMG000732.jpeg,train,Benign
IMG000733.jpeg,train,Benign
IMG000734.jpeg,train,Benign
IMG000735.jpeg,train,Benign
IMG000736.jpeg,train,Benign
IMG000737.jpeg,train,Benign
IMG000738.jpeg,train,Benign
IMG000740.jpeg,train,Benign
IMG000741.jpeg,train,Benign
IMG000743.jpeg,train,Benign
IMG000744.jpeg,train,Benign
IMG000746.jpeg,train,Benign
IMG000748.jpeg,train,Benign
IMG000749.jpeg,train,Benign
IMG000750.jpeg,train,Benign
IMG000751.jpeg,train,Benign
IMG000752.jpeg,train,Benign
IMG000753.jpeg,train,Benign
IMG000754.jpeg,train,Benign
IMG000755.jpeg,train,Benign
IMG000756.jpeg,train,Benign
IMG000758.jpeg,train,Benign
IMG000759.jpeg,train,Benign
IMG000760.jpeg,train,Benign
IMG000762.jpeg,train,Benign
IMG000763.jpeg,train,Benign
IMG000764.jpeg,train,Benign
IMG000765.jpeg,train,Benign
IMG000766.jpeg,train,Benign
IMG000767.jpeg,train,Benign
IMG000768.jpeg,train,Benign
IMG000769.jpeg,train,Benign
IMG000770.jpeg,train,Benign
IMG000771.jpeg,train,Benign
IMG000772.jpeg,train,Benign
IMG000773.jpeg,train,Benign
IMG000774.jpeg,train,Benign
IMG000775.jpeg,train,Benign
IMG000776.jpeg,train,Benign
IMG000777.jpeg,train,Benign
IMG000779.jpeg,train,Benign
IMG000780.jpeg,train,Benign
IMG000781.jpeg,train,Benign
IMG000782.jpeg,train,Benign
IMG000783.jpeg,train,Benign
IMG000785.jpeg,train,Benign
IMG000786.jpeg,train,Benign
IMG000787.jpeg,train,Benign
IMG000788.jpeg,train,Benign
IMG000789.jpeg,train,Benign
IMG000790.jpeg,train,Benign
IMG000792.jpeg,train,Benign
IMG000795.jpeg,train,Benign
IMG000796.jpeg,train,Benign
IMG000797.jpeg,train,Benign
IMG000798.jpeg,train,Benign
IMG000799.jpeg,train,Benign
IMG000804.jpeg,train,Benign
IMG000805.jpeg,train,Benign
IMG000806.jpeg,train,Benign
IMG000807.jpeg,train,Benign
IMG000808.jpeg,train,Benign
IMG000809.jpeg,train,Benign
IMG000810.jpeg,train,Benign
IMG000813.jpeg,train,Benign
IMG000814.jpeg,train,Benign
IMG000816.jpeg,train,Benign
IMG000817.jpeg,train,Benign
IMG000818.jpeg,train,Benign
IMG000819.jpeg,train,Benign
IMG000820.jpeg,train,Benign
IMG000821.jpeg,train,Benign
IMG000822.jpeg,train,Benign
IMG000823.jpeg,train,Benign
IMG000824.jpeg,train,Benign
IMG000825.jpeg,train,Benign
IMG000826.jpeg,train,Benign
IMG000827.jpeg,train,Benign
IMG000828.jpeg,train,Benign
IMG000829.jpeg,train,Benign
IMG000831.jpeg,train,Benign
IMG000832.jpeg,train,Benign
IMG000833.jpeg,train,Benign
IMG000834.jpeg,train,Benign
IMG000835.jpeg,train,Benign
IMG000836.jpeg,train,Benign
IMG000837.jpeg,train,Benign
IMG000839.jpeg,train,Benign
IMG000840.jpeg,train,Benign
IMG000841.jpeg,train,Benign
IMG000842.jpeg,train,Benign
IMG000843.jpeg,train,Benign
IMG000844.jpeg,train,Benign
IMG000845.jpeg,train,Benign
IMG000846.jpeg,train,Benign
IMG000847.jpeg,train,Benign
IMG000848.jpeg,train,Benign
IMG000849.jpeg,train,Benign
IMG000851.jpeg,train,Benign
IMG000852.jpeg,train,Benign
IMG000853.jpeg,train,Benign
IMG000854.jpeg,train,Benign
IMG000855.jpeg,train,Benign
IMG000856.jpeg,train,Benign
IMG000858.jpeg,train,Benign
IMG000859.jpeg,train,Benign
IMG000860.jpeg,train,Benign
IMG000861.jpeg,train,Benign
IMG000862.jpeg,train,Benign
IMG000863.jpeg,train,Benign
IMG000864.jpeg,train,Benign
IMG000865.jpeg,train,Benign
IMG000866.jpeg,train,Benign
IMG000867.jpeg,train,Benign
IMG000868.jpeg,train,Benign
IMG000869.jpeg,train,Benign
IMG000870.jpeg,train,Benign
IMG000871.jpeg,train,Benign
IMG000872.jpeg,train,Benign
IMG000873.jpeg,train,Benign
IMG000874.jpeg,train,Benign
IMG000875.jpeg,train,Benign
IMG000876.jpeg,train,Benign
IMG000878.jpeg,train,Benign
IMG000879.jpeg,train,Benign
IMG000880.jpeg,train,Malignant
IMG000882.jpeg,train,Benign
IMG000883.jpeg,train,Benign
IMG000887.jpeg,train,Benign
IMG000888.jpeg,train,Benign
IMG000889.jpeg,train,Benign
IMG000890.jpeg,train,Benign
IMG000891.jpeg,train,Benign
IMG000892.jpeg,train,Benign
IMG000894.jpeg,train,Benign
IMG000895.jpeg,train,Benign
IMG000896.jpeg,train,Benign
IMG000897.jpeg,train,Benign
IMG000898.jpeg,train,Benign
IMG000899.jpeg,train,Benign
IMG000900.jpeg,train,Benign
IMG000901.jpeg,train,Benign
IMG000902.jpeg,train,Benign
IMG000903.jpeg,train,Benign
IMG000904.jpeg,train,Benign
IMG000905.jpeg,train,Benign
IMG000906.jpeg,train,Benign
IMG000907.jpeg,train,Benign
IMG000908.jpeg,train,Benign
IMG000909.jpeg,train,Benign
IMG000910.jpeg,train,Benign
IMG000911.jpeg,train,Benign
IMG000912.jpeg,train,Benign
IMG000913.jpeg,train,Benign
IMG000914.jpeg,train,Benign
IMG000915.jpeg,train,Benign
IMG000916.jpeg,train,Benign
IMG000917.jpeg,train,Benign
IMG000918.jpeg,train,Benign
IMG000919.jpeg,train,Benign
IMG000921.jpeg,train,Benign
IMG000923.jpeg,train,Benign
IMG000924.jpeg,train,Benign
IMG000926.jpeg,train,Benign
IMG000927.jpeg,train,Benign
IMG000928.jpeg,train,Benign
IMG000930.jpeg,train,Benign
IMG000931.jpeg,train,Benign
IMG000932.jpeg,train,Benign
IMG000933.jpeg,train,Benign
IMG000934.jpeg,train,Benign
IMG000935.jpeg,train,Benign
IMG000936.jpeg,train,Benign
IMG000939.jpeg,train,Benign
IMG000940.jpeg,train,Benign
IMG000942.jpeg,train,Benign
IMG000943.jpeg,train,Benign
IMG000944.jpeg,train,Benign
IMG000945.jpeg,train,Benign
IMG000946.jpeg,train,Benign
